Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Enero 2016,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion este ano,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Developer,Full-Time,18500,1226,Neto,50,,HTML;Javascript;jQuery;Python,,,,No,0,Porcentaje de mi sueldo,1,1,Un sueldo,siempre (aguinaldo extra),Uno,18,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,2 - 3,Developer,Full-Time,18500,1226,Neto,50,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Neto,3,2,No,No recibo bono,Uno,17,No,No cambie de empresa,Aumento por inflacion;Clases de idiomas;WFH (Trabajar desde casa)
Hombre,27 - 30,Catamarca,5 - 7,7 - 8,Developer,Full-Time,18500,1226,Bruto,50,,HTML;Javascript;jQuery;PHP;VB *,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,Dos,40,No,No cambie de empresa,Aumento por inflacion
Hombre,37 - 40,Cordoba,5 - 7,2 - 3,Developer,Full-Time,18500,1226,Neto,100,,Java,,,,No,0,Neto,2,2,No,No recibo bono,Uno,5,No,Mayor comodidad,Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Developer,Full-Time,18500,1226,Neto,200,,.NET;C#;Unity,,,,No,0,Porcentaje de mi sueldo,3,2,Menos de un sueldo,Por convenio con SATSAID,No,0,No,No cambie de empresa,"Comidas pagas/subvencionadas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Guarderia;Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,GBA,5 - 7,2 - 3,Developer,Full-Time,18500,1226,Neto,500,,ABAP,,,,No,0,Porcentaje de mi sueldo,3,2,3+ sueldos,Performance individual,Uno,28,No,No cambie de empresa,"Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Cuota para universidad;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Stock options;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;Viaticos"
Hombre,31 - 33,Rio Negro,10+,1 - 2,Developer,Full-Time,18500,1226,Neto,1001,,Java,,,,No,0,Bruto,3,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,31 - 33,Cordoba,5 - 7,4 - 5,Front-end,Remoto (empresa de otro pais),18500,1226,Neto,10,,,,,,,,,3,2,Menos de un sueldo,Mix de las anteriores,Uno,25,No,No cambie de empresa,Descuentos en gimnasios;Horarios flexibles
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,HelpDesk,Full-Time,18500,1226,Bruto,1001,,,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,Uno,20,No,No cambie de empresa,Prepaga sin cargo extra
Hombre,24 - 26,GBA,3 - 5,1 - 2,Networking,Full-Time,18500,1226,Neto,50,,,,,,No,0,Neto,4,3,No,No recibo bono,Uno,22,No,No cambie de empresa,Abono de celular y/o Internet;Bonos por desempeno;Sueldo divido en dos pagos por mes
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Networking,Full-Time,18500,1226,Bruto,1000,,,,,,"Si, activa",1500,Bruto,4,2,Un sueldo,Performance de la compania,No,0,No,No cambie de empresa,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,5 - 6,Networking,Full-Time,18500,1226,Neto,1001,,,,,,No,0,Porcentaje de mi sueldo,4,3,Un sueldo,Performance individual,Dos,25,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,2 - 3,PM,Full-Time,18500,1226,Bruto,50,,,,,,,,,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa,Aumento por inflacion;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Laptop;Playroom;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,Menos de un ano,QA / Tester,Full-Time,18500,1226,Neto,500,,,Mix,Selenium,,,,,4,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Aumento por inflacion;Clases de idiomas;Horarios flexibles;Laptop;Playroom;WFH (Trabajar desde casa)
Hombre,27 - 30,Provincia de Buenos Aires,5 - 7,4 - 5,QA / Tester,Full-Time,18500,1226,Neto,500,,,Mix,Selenium;Visual Studio Coded UI,,,,,5,5,Un sueldo,Performance individual,Uno,19,No,No cambie de empresa,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,8 - 10,4 - 5,SysAdmin / DevOps,Full-Time,18500,1226,Neto,10,Windows;Azure;VMWare,,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Mix de las anteriores,Dos,25,No,No cambie de empresa,"Comidas pagas/subvencionadas;Horarios flexibles;Snacks, golosinas, bebidas, etc;Viaticos"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5 - 7,Menos de un ano,SysAdmin / DevOps,Full-Time,18500,1226,Neto,50,Linux;Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,2 - 3,SysAdmin / DevOps,Full-Time,18500,1226,Bruto,500,Linux;Solaris,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Laptop
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,2 - 3,SysAdmin / DevOps,Full-Time,18500,1226,Neto,1000,Windows;VMWare,,,,,"Si, pasiva",0,Neto,3,3,No,No recibo bono,Uno,20,Si,Salario,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Playroom"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,4 - 5,SysAdmin / DevOps,Full-Time,18500,1226,Neto,1001,Windows;VMWare,,,,,"Si, pasiva",0,Bruto,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,Abono de celular y/o Internet;Laptop
Hombre,27 - 30,GBA,5 - 7,5 - 6,SysAdmin / DevOps,Full-Time,18500,1226,Neto,1001,AIX;Linux;Solaris;VMWare,,,,,"Si, pasiva",1200,Neto,3,2,Menos de un sueldo,Performance individual,Dos,11,No,No cambie de empresa,Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Stock options;Sueldo divido en dos pagos por mes;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,34 - 36,Provincia de Buenos Aires,10+,6 - 7,SysAdmin / DevOps,Full-Time,18500,1226,Neto,1001,Windows;VMWare,,,,,No,0,Bruto,3,2,No,No recibo bono,Uno,18,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,1 - 2,Designer,Full-Time,18600,1233,Neto,1001,,,,,,,,,4,3,De uno a tres sueldos,Mix de las anteriores,Uno,23,No,No cambie de empresa,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Developer,Full-Time,18600,1233,Neto,50,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Neto,3,3,No,No recibo bono,Dos,30,No,No cambie de empresa,"Aumento por inflacion;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,34 - 36,GBA,10+,Menos de un ano,Developer,Full-Time,18600,1233,Neto,100,,.NET;HTML;Javascript;VB *,,,,No,0,Neto,3,1,No,No recibo bono,Uno,5,Si,Mayor comodidad,Viaticos
Hombre,31 - 33,Provincia de Buenos Aires,8 - 10,7 - 8,Developer,Part-Time,18600,1233,Neto,500,,CSS;HTML;Java;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa,"Aumento por inflacion;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,2 - 3,Developer,Full-Time,18600,1233,Neto,1000,,C++;CSS;HTML;Java;Javascript;jQuery;NodeJS;Objective-C;PHP;Ruby;Swift,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles;WFH (Trabajar desde casa)
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Developer,Full-Time,18600,1233,Bruto,1000,,sql server,,,,No,0,Bruto,1,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Descuentos en gimnasios;Horarios flexibles
Hombre,24 - 26,Cordoba,Menos de un ano,Menos de un ano,Networking,Full-Time,18600,1233,Bruto,100,,,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,No,0,Si,Desafios profesionales,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Descuentos en gimnasios;Laptop;Snacks, golosinas, bebidas, etc"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,8 - 10,3 - 4,PM,Full-Time,18600,1233,Neto,100,,,,,,,,,3,3,De uno a tres sueldos,Performance individual,Uno,27,No,No cambie de empresa,Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Laptop;Viajes al exterior
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,3 - 5,3 - 4,SysAdmin / DevOps,Full-Time,18600,1233,Neto,50,Windows;Azure,,,,,"Si, pasiva",600,Neto,3,3,Menos de un sueldo,Performance individual,Uno,20,No,No cambie de empresa,Abono de celular y/o Internet;Clases de idiomas;Laptop
Mujer,31 - 33,Ciudad Autonoma de Buenos Aires,10+,6 - 7,Contenido,Full-Time,18600,1233,Neto,50,,,,,,,,,3,3,De uno a tres sueldos,Performance de la compania,No,0,No,No cambie de empresa,Descuentos en gimnasios;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior
Hombre,24 - 26,GBA,1 - 2,1 - 2,SysAdmin / DevOps,Full-Time,18645,1235,Bruto,1001,Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,11,No,No cambie de empresa,"Abono de celular y/o Internet;Aumento por inflacion;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Snacks, golosinas, bebidas, etc;Viaticos;WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,Developer,Full-Time,18700,1239,Bruto,50,,CSS;HTML;Javascript;jQuery;NodeJS;PHP;Python,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,10,No,No cambie de empresa,"Aumento por inflacion;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Designer,Full-Time,18700,1239,Neto,1000,,,,,,,,,3,3,De uno a tres sueldos,grupal cada Q e individual+grupal a fin de ano,Uno,10,No,No cambie de empresa,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,21 - 23,Cordoba,3 - 5,2 - 3,FrontEnd Developer,Full-Time,18769,1244,Neto,50,,,,,,,,,4,4,No,No recibo bono,Uno,20,No,No cambie de empresa,Aumento por inflacion;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,1 - 2,Analista,Full-Time,18800,1246,Bruto,1001,,,,,,,,,2,1,No,No recibo bono,Uno,14,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Mendoza,10+,1 - 2,Developer,Full-Time,18800,1246,Neto,1001,,CSS;HTML;Javascript;jQuery;NodeJS;PHP;Python,,,,No,0,Neto,4,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Playroom;Snacks, golosinas, bebidas, etc"
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,8 - 10,5 - 6,SysAdmin / DevOps,Part-Time,18800,1246,Bruto,1000,AIX;Linux;Solaris;VMWare,,,,,No,0,Bruto,3,2,Menos de un sueldo,Beca para la facu,Uno,15,No,No cambie de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Cuota para universidad;Horarios flexibles;Laptop;Stock options;Sueldo divido en dos pagos por mes;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,Networking,Full-Time,18870,1250,Neto,1001,,,,,,No,0,Porcentaje de mi sueldo,3,5,No,No recibo bono,Dos,50,No,No cambie de empresa,Clases de idiomas;Descuentos en gimnasios;Laptop;WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5 - 7,4 - 5,HelpDesk,Full-Time,18880,1251,Neto,50,,,,,,No,0,Neto,4,4,No,No recibo bono,Uno,13,No,No cambie de empresa,"Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Full-Time,18900,1252,Neto,1001,,CSS;HTML;Javascript;jQuery;PHP;Python,,,,No,0,Porcentaje de mi sueldo,4,4,De uno a tres sueldos,sindicato de camioneros,Dos,37,Si,Salario,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;WFH (Trabajar desde casa)
Hombre,31 - 33,Provincia de Buenos Aires,5 - 7,3 - 4,Networking,Full-Time,18900,1252,Neto,1000,,,,,,No,0,Neto,4,4,No,No recibo bono,Uno,22,No,No cambie de empresa,Abono de celular y/o Internet;Comidas pagas/subvencionadas;Vacaciones flexibles (adicionales a las reglamentarias);Viaticos
Hombre,34 - 36,Santa Fe,10+,5 - 6,SysAdmin / DevOps,Full-Time,18900,1252,Neto,1001,Linux;AWS / Rackspace;VMWare,,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,2 - 3,Developer,Full-Time,18940,1255,Neto,100,,VB *,,,,No,0,Neto,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,Aumento por inflacion
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Analista de datos,Full-Time,18970,1257,Bruto,1001,,,,,,,,,4,4,No,No recibo bono,Uno,20,No,No cambie de empresa,"Abono de celular y/o Internet;Aumento por inflacion;Capacitaciones y/o cursos;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Laptop;Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,GBA,3 - 5,1 - 2,Analista,Full-Time,19000,1259,Neto,100,,,,,,,,,4,4,No,No recibo bono,Dos,42,No,No cambie de empresa,Descuentos en gimnasios;Horarios flexibles;Playroom
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Analista,Full-Time,19000,1259,Bruto,1001,,,,,,,,,3,3,Un sueldo,Performance individual,No,0,No,No cambie de empresa,"Bonos por desempeno;Clases de idiomas;Descuentos en gimnasios;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,5 - 7,Menos de un ano,Analista,Full-Time,19000,1259,Bruto,1001,,,,,,,,,4,4,No,No recibo bono,No,0,Si,Desafios profesionales,Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Descuentos en gimnasios
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,2 - 3,Analista funcional,Full-Time,19000,1259,Neto,500,,,,,,,,,3,2,No,No recibo bono,Uno,22,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Santa Fe,8 - 10,2 - 3,"Analista Funcional, Developer ,PMO, Analista BI, Admin SAP",Full-Time,19000,1259,Neto,500,,,,,,,,,1,2,Un sueldo,Anual,Uno,20,No,No cambie de empresa,Aumento por inflacion;Bonos por desempeno;Comidas pagas/subvencionadas;Descuentos en gimnasios
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Developer,Freelance,18996,1259,Bruto,100,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Neto,4,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,34 - 36,San Juan,5 - 7,1 - 2,Developer,Remoto (empresa de otro pais),19000,1259,Neto,10,,CSS;HTML;jQuery;NodeJS;PHP,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,No,0,No,No cambie de empresa,Capacitaciones y/o cursos;WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5 - 7,1 - 2,Developer,Full-Time,19000,1259,Neto,10,,CSS;Go;HTML;Java;Javascript;jQuery;NodeJS;Python;R;Ruby;Scala,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,No,0,No,No cambie de empresa,socio
Hombre,24 - 26,Cordoba,3 - 5,1 - 2,Developer,Full-Time,19000,1259,Neto,50,,Objective-C,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,19,No,No cambie de empresa,Aumento por inflacion;Clases de idiomas
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,4 - 5,Developer,Full-Time,19000,1259,Neto,50,,Java,,,,No,0,Bruto,4,4,No,No recibo bono,Mas de dos,15,No,No cambie de empresa,"Aumento por inflacion;Comidas pagas/subvencionadas;Horarios flexibles;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,34 - 36,Entre Rios,8 - 10,5 - 6,Developer,Full-Time,19000,1259,Neto,100,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,18,No,No cambie de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,37 - 40,Entre Rios,8 - 10,9 - 10,Developer,Full-Time,19000,1259,Neto,200,,Visual Fox Pro,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Developer,Full-Time,19000,1259,Neto,200,,CSS;HTML;Java;Javascript;jQuery,,,,No,0,Bruto,4,3,Menos de un sueldo,Performance de la compania,Uno,20,No,No cambie de empresa,"Abono de celular y/o Internet;Aumento por inflacion;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Horarios flexibles;Snacks, golosinas, bebidas, etc;Viaticos;WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,Menos de un ano,Developer,Full-Time,19000,1259,Neto,200,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Mas de dos,31,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,21 - 23,Provincia de Buenos Aires,1 - 2,Menos de un ano,Developer,Full-Time,19000,1259,Bruto,500,,.NET;C#;CSS;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,4,5,No,No recibo bono,No,0,Si,Salario,Ninguna de las anteriores
Hombre,27 - 30,Provincia de Buenos Aires,8 - 10,4 - 5,Developer,Full-Time,19000,1259,Bruto,500,,.NET;CSS;HTML;Javascript;jQuery,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Playroom;Snacks, golosinas, bebidas, etc;Viajes al exterior"
Hombre,24 - 26,GBA,3 - 5,2 - 3,Developer,Full-Time,19000,1259,Neto,500,,X++,,,,No,0,Porcentaje de mi sueldo,4,3,Menos de un sueldo,Performance individual,Uno,20,No,No cambie de empresa,Aumento por inflacion;Bonos por desempeno;Laptop;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Developer,Full-Time,19000,1259,Bruto,500,,.NET;C#;CSS;HTML;Javascript;jQuery;NodeJS;PHP;VB *,,,,No,0,Porcentaje de mi sueldo,5,5,De uno a tres sueldos,Mix de las anteriores,Uno,33,No,No cambie de empresa,Aumento por inflacion;Descuentos en gimnasios
Hombre,27 - 30,Cordoba,8 - 10,9 - 10,Developer,Full-Time,19000,1259,Neto,1000,,.NET;HTML;Javascript,,,,No,0,Porcentaje de mi sueldo,3,3,De uno a tres sueldos,Performance individual,Uno,20,No,No cambie de empresa,Abono de celular y/o Internet;Bonos por desempeno
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,1 - 2,Developer,Full-Time,19000,1259,Bruto,1001,,.NET,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,22,No,No cambie de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Cuota para universidad;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Playroom;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,5 - 7,3 - 4,Developer,Full-Time,19000,1259,Neto,1001,,.NET;C++;C#;VB *,,,,"Si, pasiva",19000,Porcentaje de mi sueldo,1,1,Menos de un sueldo,Sindicato,No,0,No,No cambie de empresa,Descuentos en gimnasios;WFH (Trabajar desde casa)
Hombre,31 - 33,Chaco,Menos de un ano,Menos de un ano,Developer,Full-Time,19000,1259,Neto,1001,,.NET,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,Uno,19,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Developer,Full-Time,19000,1259,Bruto,1001,,CSS;HTML;Java,,,,"Si, pasiva",0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Developer,Full-Time,19000,1259,Bruto,1001,,.NET;C#;CSS;HTML;Javascript;jQuery,,,,No,0,Neto,3,3,Un sueldo,Performance individual,Dos,20,No,No cambie de empresa,Bonos por desempeno;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;WFH (Trabajar desde casa)
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,5 - 6,Developer,Full-Time,19000,1259,Neto,1001,,Cobol,,,,No,0,Neto,3,3,No,No recibo bono,Uno,33,No,No cambie de empresa,Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,GBA,8 - 10,7 - 8,HelpDesk,Full-Time,19000,1259,Neto,50,,,,,,"Si, pasiva",0,Neto,4,4,No,No recibo bono,Dos,25,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5 - 7,Menos de un ano,HelpDesk,Full-Time,19000,1259,Bruto,50,,,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,No,0,Si,Mayor comodidad,Abono de celular y/o Internet
Hombre,27 - 30,Misiones,1 - 2,1 - 2,HelpDesk,Full-Time,19000,1259,Neto,100,,,,,,No,0,Neto,4,3,Un sueldo,Performance individual,No,0,No,No cambie de empresa,Bonos por desempeno;Descuentos en gimnasios;Laptop
Hombre,27 - 30,GBA,5 - 7,6 - 7,HelpDesk,Full-Time,19000,1259,Neto,100,,,,,,No,0,Neto,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Aumento por inflacion
Hombre,27 - 30,GBA,5 - 7,3 - 4,HelpDesk,Full-Time,19000,1259,Neto,500,,,,,,No,0,Neto,4,4,Menos de un sueldo,Mix de las anteriores,Mas de dos,30,No,No cambie de empresa,Aumento por inflacion;Bonos por desempeno;Comidas pagas/subvencionadas
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8 - 10,3 - 4,HelpDesk,Full-Time,19000,1259,Neto,1001,,,,,,No,0,Neto,3,3,No,No recibo bono,Uno,25,No,No cambie de empresa,Aumento por inflacion;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,HelpDesk,Full-Time,19000,1259,Bruto,1001,,,,,,No,0,Bruto,4,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Santiago del Estero,3 - 5,4 - 5,Infosec,Full-Time,19000,1259,Neto,1000,,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,30,No,No cambie de empresa,Capacitaciones y/o cursos
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Infosec,Full-Time,19000,1259,Neto,1001,,,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,Mas de dos,34,No,No cambie de empresa,Horarios flexibles
