Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en lo que va de 2019?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra,"¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento, en tu ciudad?"
Hombre,36,Ciudad Autónoma de Buenos Aires,16,1,1,0,Universitario,Completado,Tecnicatura Superior en Sistemas Informáticos,Instituto universitario tecnológico Antonio José de Sucre,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Developer,"Docker, Firebase, Heroku, Kubernetes, Linux","CSS, HTML, Javascript","Bootstrap, jQuery, Node.js, React.js, Vue.js","Cassandra, ElasticSearch, MongoDB, Redis","Jest, Karma, Mocha, Postman","Sublime Text, Visual Studio Code",Linux,Android,No,0,Bruto,Full-Time,67300,53300,2,2,No,No recibo bono,Uno,28,3,Jamás,Heterosexual,,,,11-50,Producto basado en Software,8,8,1.2,"Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,35,Ciudad Autónoma de Buenos Aires,15,1,1,0,Terciario,Completado,Tecnicatura en Informática,Instituto Universitario de Gerencia y Tecnología,"Sí, los pagó un empleador",No,No,Developer,Windows Server,".NET, Bash/Shell, C#, CSS, HTML, SQL",".NET Core, Bootstrap",Oracle,"Postman, SoapUI, TFS","Eclipse, Notepad++, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,67760,54547,3,2,No,No recibo bono,Uno,10,6,Jamás,Heterosexual,,,Ninguno,51-100,Otras industrias,5,5,13,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Snacks, golosinas, bebidas",
Mujer,28,Córdoba,6,2,2,0,Universitario,Completado,Ingeniería en Informática,UBP - Universidad Blas Pascal,No,No,No,Developer,Amazon Web Services,"Groovy, Java, PHP, SQL",Spring,MySQL,JUnit,IntelliJ,Mac OS X,iOS,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,67800,52000,3,2,Menos de un sueldo,Mix de las anteriores,Uno,35,6,Jamás,Heterosexual,,,,501-1000,Producto basado en Software,8,10,10,"Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Mujer,28,Ciudad Autónoma de Buenos Aires,6,2,1,0,Universitario,Completado,Licenciatura en Informática,UAA,No,No,No,Developer,Amazon Web Services,"Java, Scala, SQL","Akka, Spring",MySQL,"JUnit, Postman, Selenium",IntelliJ,Mac OS X,Android,No,0,Neto,Full-Time,67900,54600,2,2,No,No recibo bono,Dos,25,6,En mi trabajo actual,Heterosexual,,,"FemItConf, Women in Data Science",201-500,Producto basado en Software,5,6,3,"Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,43,Córdoba,19,3,3,0,Terciario,Completado,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Linux, VMWare, Windows Server",".NET, Bash/Shell, C#, HTML, SQL",,"Informix, MSSQL, PostgreSQL",,"Notepad++, Visual Studio",Windows,Android,No,0,Neto,Full-Time,68000,51000,3,3,No,No recibo bono,Uno,15,6,Jamás,Heterosexual,,,,11-50,Otras industrias,6,8,35,"Abono de celular y/o Internet, Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,30,Ciudad Autónoma de Buenos Aires,4,0,0,0,Terciario,Completado,Analista de Sistemas,ESBA - Escuela Superior Buenos Aires,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker, Kubernetes","Javascript, PHP","Laravel, Node.js, React.js","MongoDB, MySQL",,Visual Studio Code,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,68000,52000,3,4,No,No recibo bono,Dos,30,2,En un trabajo anterior,Heterosexual,,,Meetups,51-100,Servicios / Consultoría de Software / Digital,7,7,3,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,30,Ciudad Autónoma de Buenos Aires,11,1,1,0,Terciario,Completado,Tecnicatura en Infraestructura,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,Windows Server,,,MSSQL,,,Windows,Android,"Sí, pasiva",3175,Bruto,Full-Time,68000,54000,3,3,De uno a tres sueldos,Performance individual,Uno,15,5,En un trabajo anterior,Heterosexual,,,,51-100,Producto basado en Software,8,2,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)","Mercado Libre, EY, IBM"
Hombre,35,Ciudad Autónoma de Buenos Aires,7,0,0,0,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,Universidad central de Venezuela,"Sí, de forma particular",No,Sí,Developer,"Firebase, Google Cloud Platform/App Engine, Linux","Java, Javascript, Kotlin",,SQLite,,"Android Studio, Visual Studio Code",Linux,Android,No,0,Bruto,Full-Time,68000,54000,2,1,No,No recibo bono,Uno,5,4,Jamás,Heterosexual,,No,Meetups Android y GDG,11-50,Producto basado en Software,5,8,2.5,"Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Hombre,35,Provincia de Buenos Aires,10,1,1,0,Universitario,Incompleto,Licenciatura en Sistemas de Información,FASTA,"Sí, los pagó un empleador",No,No,Architect,"Amazon Web Services, Azure, Docker, Windows Server",".NET, C#, HTML, Javascript, TypeScript",".NET Core, Bootstrap, Cordova, jQuery, Node.js, React.js, Symfony","MSSQL, MongoDB, MySQL, SQLite","NUnit, Postman, SoapUI","Eclipse, NetBeans, Notepad++, Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,68000,54000,2,2,No,No recibo bono,Dos,31,6,Jamás,Heterosexual,,,NodeConf Arg,51-100,Producto basado en Software,2,4,26,"Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,22,Ciudad Autónoma de Buenos Aires,1,0,2,0,Universitario,En curso,Ingeniería en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,"Sí, de forma particular",No,No,Infosec,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, Linux",Python,,,,"NetBeans, Visual Studio Code",Mac OS X,Android,No,0,Bruto,Full-Time,68000,55000,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,20,0,Jamás,Heterosexual,,No,Eko,5001-10000,Producto basado en Software,10,10,5,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,26,Ciudad Autónoma de Buenos Aires,4,4,4,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,No,Developer,"Linux, Windows Server","C, C++, Python",,,,"Sublime Text, Visual Studio",Linux,Android,"Sí, pasiva",0,Bruto,Full-Time,68000,55000,3,2,No,No recibo bono,Uno,10,4,En mi trabajo actual,Heterosexual,,,,1-10,Otras industrias,4,2,12,"Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,35,Ciudad Autónoma de Buenos Aires,14,1,6,0,Universitario,Incompleto,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Developer,"Docker, Linux, OpenShift, OpenStack","C, C++, HTML, Java, Javascript, PHP, Python, SQL","Drupal, jQuery, Node.js, Symfony, CakePHP, Yii","MySQL, Oracle, PostgreSQL",PHPUnit,"IPython / Jupyter, NetBeans, PyCharm",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,68000,55000,3,3,No,No recibo bono,Uno,28,4,Jamás,Heterosexual,,No,Charla de desarrollo de video juegos,101-200,Producto basado en Software,7,6,5,"Capacitaciones y/o cursos, Clases de idiomas, Playroom",MercadoLibre y GeoPagos
Hombre,29,Ciudad Autónoma de Buenos Aires,8,5,4,0,Terciario,Completado,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Amazon Web Services, Azure, Docker, VMWare, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, jQuery","MSSQL, MySQL",,"Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,68000,55000,3,3,No,No recibo bono,Uno,28,3,En mi trabajo actual,Heterosexual,,No,,11-50,Producto basado en Software,9,9,10,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas",Dicen Mercadolibre...
Mujer,36,Ciudad Autónoma de Buenos Aires,15,2,2,4,Terciario,Completado,Telecomunicaciones,IFTS24,"Sí, de forma particular",Sí,No,Project Manager,"Amazon Web Services, Azure, Docker, Firebase, Heroku, IBM Cloud / Watson, Serverless","Javascript, PHP, Python, Ruby, Swift","Bootstrap, Django, Laravel, Node.js, Rails, React.js, SwiftUI, TensorFlow, Vue.js","ElasticSearch, MongoDB, MySQL, PostgreSQL",,,Mac OS X,iOS,No,0,Bruto,Full-Time,68000,55000,3,4,No,No recibo bono,Más de dos,40,6,En un trabajo anterior,Heterosexual,,No,buzzconf,11-50,Otras industrias,10,10,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)",
Hombre,30,Provincia de Buenos Aires,8,0,2,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,Sí,Sí,Developer,Amazon Web Services,"Java, Javascript, TypeScript","Angular, Bootstrap, Cordova, Node.js, Spring","Amazon DynamoDB, Oracle","JUnit, Karma, Mocha","IntelliJ, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,68000,56000,3,3,Un sueldo,Mix de las anteriores,Dos,30,6,Jamás,Heterosexual,,,Ninguno,51-100,Servicios / Consultoría de Software / Digital,7,8,2,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)","Despegar, Hexacta"
Hombre,35,Ciudad Autónoma de Buenos Aires,15,6,2,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UP - Universidad de Palermo,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Business Planner,,VBA,,,,,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,68000,57000,2,2,Un sueldo,Mix de las anteriores,Uno,9,4,En un trabajo anterior,Heterosexual,,,Ninguno,501-1000,Servicios / Consultoría de Software / Digital,8,10,90,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Horarios flexibles, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",JP Morgan
Hombre,21,Ciudad Autónoma de Buenos Aires,1,0,0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker, Google Cloud Platform/App Engine","Go, Python","Flask, Gin gonic",MySQL,,"IntelliJ, Visual Studio Code",Mac OS X,Android,No,0,Bruto,Full-Time,68000,58000,4,4,De uno a tres sueldos,Mix de las anteriores,No,0,0,Jamás,Heterosexual,,,,5001-10000,Otras industrias,10,10,6,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)","Mercado libre, mulesoft"
Hombre,38,Ciudad Autónoma de Buenos Aires,13,7,1,12,Universitario,Incompleto,Licenciatura en Sistemas de Información,UK - Universidad Kennedy,"Sí, de forma particular",No,No,Project Manager,"Amazon Web Services, Linux, VMWare, Windows Server",".NET, C, Javascript","Angular, Bootstrap, jQuery, Node.js, React.js","MariaDB, PostgreSQL",Postman,"Notepad++, Visual Studio",Linux,Android,"Sí, pasiva",562,Neto,Full-Time,68000,60000,3,3,No,No recibo bono,Uno,15,6,Jamás,Heterosexual,,,,51-100,Servicios / Consultoría de Software / Digital,7,10,10,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, WFH (Trabajar desde casa)",
Hombre,31,Ciudad Autónoma de Buenos Aires,9,1,1,2,Universitario,Completado,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Product Owner,Linux,Javascript,"Angular, Node.js","MariaDB, MongoDB",Postman,Visual Studio Code,Windows,Android,No,0,Neto,Full-Time,68000,60000,2,2,No,No recibo bono,Uno,6,4,Jamás,Heterosexual,Auditiva,No,NET BAIRES,5001-10000,Otras industrias,5,8,40,"Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Snacks, golosinas, bebidas","Medallia, Mercado Libre, Algeiba"
Hombre,28,Ciudad Autónoma de Buenos Aires,7,6,6,0,Terciario,Completado,Diseño Multimedial,Escuela Da Vinci,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Developer,"Amazon Web Services, Docker, Firebase, Google Cloud Platform/App Engine, Kubernetes, Linux","Bash/Shell, CSS, Javascript, PHP, Python, SQL, TypeScript","Drupal, Node.js, React.js","Amazon DynamoDB, ElasticSearch, Google Cloud Storage, Redis","Jest, Mocha, Postman, Puppeteer","Atom, PHPStorm, Visual Studio Code, WebStorm",Linux,Android,No,0,Neto,Full-Time,68000,63000,3,2,No,Mix de las anteriores,Dos,15,6,Jamás,Heterosexual,,No,Nodeconf,501-1000,Otras industrias,5,5,30,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Snacks, golosinas, bebidas","Auth0, Mercadolibre, Medalia"
Hombre,26,Ciudad Autónoma de Buenos Aires,6,0,0,1,Secundario,Completado,,Escuela Da Vinci,No,No,Sí,Technical Leader,"Amazon Web Services, Linux","CSS, HTML, Javascript, PHP","Bootstrap, jQuery, Laravel, Symfony, WordPress","Amazon RDS/Aurora, MySQL, Redis",,PHPStorm,Linux,iOS,No,0,Bruto,Remoto (empresa de otro país),68000,64000,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,1-10,Servicios / Consultoría de Software / Digital,7,10,-1,Ninguna de las anteriores,
Hombre,34,Ciudad Autónoma de Buenos Aires,5,2,0,0,Universitario,En curso,Licenciatura en Sistemas de Información,UNLP - Universidad Nacional de La Plata,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,,"CSS, HTML, Java, Javascript, SQL, TypeScript","Hibernate, React.js, Spring",MySQL,"Jest, JUnit, Postman",IntelliJ,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,68400,55550,1,1,No,No recibo bono,Uno,15,6,Jamás,Heterosexual,,No,Ninguno,1001-2000,Producto basado en Software,6,7,-1,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)",
Hombre,27,Ciudad Autónoma de Buenos Aires,4,2,1,0,Universitario,Incompleto,Abogacía,Universidad Católica de Saantiago del Estero,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Linux","CSS, HTML, Javascript, TypeScript","Angular, Node.js",,"Cypress, Jest","Sublime Text, Visual Studio Code, WebStorm",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,68400,68400,3,3,No,No recibo bono,Dos,15,6,En mi trabajo actual,Heterosexual,,,NodeJS y Nerdear.LA,1001-2000,Producto basado en Software,9,5,0.2,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Desconozco, la que estoy ya esta bastante buena. Más bien estoy buscando trabajo afuera."
Hombre,42,Salta,15,4,2,1,Universitario,Incompleto,Rrhh,Universidad Siglo 21,"Sí, de forma particular",No,Sí,Recruiter / HR,"Google Cloud Platform/App Engine, Linux, Odoo",,,Google Cloud Storage,,,Linux,Android,No,0,Bruto,Remoto (empresa de otro país),68550,57600,2,2,Menos de un sueldo,Performance individual,Más de dos,50,6,Jamás,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,7,10,-1,"Sueldo dolarizado, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,35,Santa Fe,8,1,1,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Developer,"Linux, Windows Server","CSS, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel","MariaDB, MSSQL, MySQL",Postman,"Sublime Text, Visual Studio Code",Windows,Android,No,0,Neto,Full-Time,68700,53600,2,1,Un sueldo,Performance de la compañía,Uno,13,1,Jamás,Heterosexual,,No,,201-500,Otras industrias,6,5,2,Gimnasios gratuitos / subvencionados,
Mujer,32,Córdoba,9,9,0,6,Universitario,Completado,Ingeniería en Telecomunicaciones,UNRC - Universidad Nacional de Río Cuarto,"Sí, de forma particular",Sí,No,Architect,"Docker, Linux, VMWare, Windows Server","Matlab, Python",,"MongoDB, PostgreSQL",Postman,,Linux,Android,No,0,Bruto,Full-Time,69000,51000,3,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,11-50,Producto basado en Software,7,5,10,"Comidas pagas / subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,33,Ciudad Autónoma de Buenos Aires,10,9,5,0,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,No,No,No,Business Analyst,"Azure, Linux, VMWare, Windows Server","Java, SQL","Hibernate, Spring","MSSQL, MySQL, Oracle","JUnit, SoapUI","Android Studio, Eclipse, IntelliJ, Notepad++, Visual Studio",Windows,Android,"Sí, pasiva",5000,Bruto,Full-Time,69000,52000,2,2,No,No recibo bono,Uno,20,4,Jamás,Heterosexual,,,,501-1000,Servicios / Consultoría de Software / Digital,5,9,14,"Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,44,Córdoba,25,1,1,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,Sí,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Serverless","Bash/Shell, Python",,PostgreSQL,"Karma, Selenium","Atom, Vim",Linux,Android,No,0,Bruto,Full-Time,69000,53222,3,2,No,No recibo bono,Dos,8,6,En un trabajo anterior,Heterosexual,,No,Bisides,51-100,Servicios / Consultoría de Software / Digital,9,9,40,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Hombre,29,Ciudad Autónoma de Buenos Aires,4,1,1,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular",No,No,BI Analyst / Data Analyst,,SQL,,"IBM Db2, Oracle, Teradata",,,Windows,Android,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),69000,54000,2,1,No,No recibo bono,Uno,15,4,Jamás,Heterosexual,,No,,101-200,Servicios / Consultoría de Software / Digital,7,7,5,"Horarios flexibles, Playroom, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,30,Ciudad Autónoma de Buenos Aires,7,1,0,1,Universitario,Completado,Comunicacion Socisl,UBA - Universidad de Buenos Aires,No,No,No,BI Analyst / Data Analyst,Firebase,"HTML, SQL",,,,,Windows,iOS,No,0,Bruto,Full-Time,69000,54000,2,1,No,No recibo bono,Uno,35,4,Jamás,Heterosexual,,,,201-500,Servicios / Consultoría de Software / Digital,5,4,20,"Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,34,Provincia de Buenos Aires,9,0,9,0,Universitario,Completado,Ingeniería en Sistemas de Información,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Technical Leader,"Azure, Docker",Java,Spring,PostgreSQL,,IntelliJ,Windows,Android,No,0,Bruto,Full-Time,69000,55000,3,3,No,No recibo bono,Uno,40,4,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,8,9,2,"Comidas pagas / subvencionadas, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,33,Neuquén,11,1,7,0,Universitario,Completado,Licenciatura en Informática,UBP - Universidad Blas Pascal,No,No,Sí,Developer,"Windows Server, Windows",".NET, Visual Basic 6",.NET Framework,SQL Server,,"Notepad++, Visual Studio",Windows,Windows,"Sí, pasiva",0,Bruto,Full-Time,69000,56000,4,4,No,No recibo bono,Uno,5,3,Jamás,Heterosexual,Visual,No,,501-1000,Otras industrias,7,8,30,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, Sueldo divido en dos pagos por mes",
Hombre,27,Provincia de Buenos Aires,3,2,0,3,Universitario,Completado,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,No,No,Sí,Developer,"Firebase, android","Java, Kotlin",,,,Android Studio,Linux,Android,No,0,Neto,Full-Time,69000,56000,3,3,No,No recibo bono,Más de dos,33,6,Jamás,Homosexual,,,"pycon, nerdearla, io extended, meetups",11-50,Servicios / Consultoría de Software / Digital,8,5,1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas",
Hombre,37,Ciudad Autónoma de Buenos Aires,8,2,6,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,BI Analyst / Data Analyst,,".NET, HTML, Java, Javascript, SQL","Angular, Bootstrap, jQuery, Node.js","MSSQL, MySQL",,IntelliJ,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,69000,56200,3,2,No,No recibo bono,Uno,20,4,En un trabajo anterior,Heterosexual,,No,,51-100,Producto basado en Software,6,3,5,"Capacitaciones y/o cursos, WFH (Trabajar desde casa), Desayuno y un almuerzo al mes pago por la empresa",
Hombre,29,Córdoba,5,0,4,0,Universitario,Completado,Ingeniería en Informática,IUA - Instituto Universitario Aeronáutico,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,,"Java, Objective-C, Swift",,,,"Android Studio, Xcode",Mac OS X,iOS,"Sí, pasiva",0,Neto,Full-Time,69000,58000,3,3,De uno a tres sueldos,Performance grupal,Uno,10,6,Jamás,Heterosexual,,,,201-500,Producto basado en Software,9,9,20,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Mujer,21,Ciudad Autónoma de Buenos Aires,3,0,0,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,"Sí, de forma particular",Sí,Sí,SysAdmin / DevOps / SRE,"Docker, Linux","Bash/Shell, Python, SQL",,,,Visual Studio Code,Linux,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),69000,60000,2,2,No,No recibo bono,Uno,75,6,Jamás,Bisexual o queer,,,,51-100,Otras industrias,6,1,7,Ninguna de las anteriores,"Medallia, "
Hombre,35,Ciudad Autónoma de Buenos Aires,15,1,1,0,Terciario,En curso,Tecnicatura en Infraestructura,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,"Sí, de forma particular",No,No,Middleware,"Linux, VMWare, Windows Server","PHP, Python",,"MSSQL, MySQL, Oracle",,,Windows,Android,"Sí, pasiva",250,Neto,Full-Time,69000,62000,3,3,No,No recibo bono,Dos,12,6,En un trabajo anterior,Heterosexual,,,,1001-2000,Otras industrias,8,8,5,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)",
Hombre,41,Ciudad Autónoma de Buenos Aires,17,10,5,2,Terciario,Incompleto,Tecnicatura en Sistemas,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Azure, Linux, VMWare, Windows Server","Bash/Shell, HTML",,"MSSQL, MySQL",,"Vi, Vim",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,40000,3,2,No,No recibo bono,Más de dos,25,6,Jamás,Heterosexual,,No,nerdearla,201-500,Otras industrias,6,5,15,Sueldo divido en dos pagos por mes,
Hombre,45,Córdoba,23,17,10,5,Terciario,Completado,Analista de Sistemas,C,"Sí, de forma particular",Sí,No,Networking,"Linux, Windows Server",,,"MySQL, Oracle",,,Windows,Android,"Sí, pasiva",0,Neto,Full-Time,70000,45000,3,3,No,No recibo bono,Uno,11,5,Jamás,Heterosexual,,,,501-1000,Otras industrias,7,10,3,Abono de celular y/o Internet,
